"user.login","Year","City","Period","n_obs","n_taxa","taxa"
"greenwanderer",2021,"Bristol & Bath City Region, UK","during",2,2,"55576 117943"
"greenwoods6",2021,"Cape Town, Western Cape, South Africa","during",1,1,"117943"
"gregoffer",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",3,3,"318589 83475 117943"
"gregvaughn",2021,"Eugene-Springfield, Oregon, USA","during",1,1,"67747"
"gregwatkinscolwell",2020,"Fairfield and Westchester County, Connecticut and New York, USA","after",1,1,"123230"
"gretap",2020,"Cape Town, Western Cape, South Africa","during",4,4,"117980 67747 229759 55576"
"gretap",2021,"Cape Town, Western Cape, South Africa","during",1,1,"67747"
"griffingardiner",2019,"Denver-Boulder Metro, Colorado, USA","during",1,1,"532267"
"grimblebimble",2022,"Western NC, North Carolina, USA","after",1,1,"117422"
"gruldo",2019,"Western NC, North Carolina, USA","after",1,1,"121176"
"gsarajg",2022,"Boston, Massachusetts, USA","during",1,1,"117943"
"gstclair",2020,"Austin, Texas, USA","during",1,1,"232361"
"gtale77",2020,"Western NC, North Carolina, USA","during",1,1,"67747"
"gtandon",2021,"Boston, Massachusetts, USA","during",2,2,"117943 463344"
"guacandroll",2021,"Chicago, Illinois, USA","before",1,1,"344442"
"guangyou",2021,"Central Taiwan, Taiwan","during",1,1,"117943"
"gufanut",2019,"Atlanta, Georgia, USA","during",1,1,"222950"
"guillermofadul",2022,"Ciudad de Panamá, Panamá","during",1,1,"182631"
"gustavo_biotiba",2020,"Curitiba, Paraná, Brazil","during",2,2,"123176 117988"
"gustavo_biotiba",2021,"Curitiba, Paraná, Brazil","during",2,2,"175440 463096"
"guttulata",2019,"Bristol & Bath City Region, UK","during",2,2,"49490 203807"
"guttulata",2020,"Bristol & Bath City Region, UK","during",3,3,"69730 203807 154184"
"guttulata",2021,"Bristol & Bath City Region, UK","during",2,2,"117887 55576"
"guy23",2020,"Charlottesville, Virginia, USA","during",1,1,"155091"
"guy23",2021,"Charlottesville, Virginia, USA","during",1,1,"49490"
"gwaithir",2021,"Dallas-Fort Worth, Texas, USA","during",4,3,"123114 117867 117943"
"gwentenney",2020,"Denver-Boulder Metro, Colorado, USA","during",1,1,"532755"
"gwilcox",2022,"Cleveland-Akron-Canton, OH, USA","after",1,1,"154184"
"gwyneth2",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"gypsyfeet",2019,"Cleveland-Akron-Canton, OH, USA","during",2,2,"155092 117943"
"haleydaniels",2021,"Dallas-Fort Worth, Texas, USA","during",3,2,"69211 117887 155090"
"haleyhamblen",2022,"Chattanooga, Tennessee, USA","during",1,1,"121176"
"hali4x",2022,"Boston, Massachusetts, USA","after",1,1,"464002"
"halieferguson1",2021,"Calgary, Canada","before",1,1,"69430"
"hallkayler",2019,"Chicago, Illinois, USA","during",1,1,"119669"
"hamos",2020,"Charlotte, North Carolina, USA","after",1,1,"69436"
"hanacardiaceae",2020,"Cape Town, Western Cape, South Africa","during",1,1,"117867"
"hanettebouwer",2020,"Garden Route, Western Cape, South Africa","during",1,1,"117867"
"hankyelle",2018,"Boston, Massachusetts, USA","during",1,1,"200925"
"hanlievorster",2022,"Cape Town, Western Cape, South Africa","during",2,2,"54757 48325"
"hannah_06",2022,"Cape Town, Western Cape, South Africa","during",1,1,"48325"
"hannahcloud",2019,"Boston, Massachusetts, USA","during",2,2,"148365 59968"
"hannahcloud",2020,"Boston, Massachusetts, USA","before",2,2,"182476 69211"
"hannahcloud",2021,"Boston, Massachusetts, USA","before",1,1,"148365"
"hannahcloud",2021,"Boston, Massachusetts, USA","during",4,4,"125728 148365 69211 155090"
"hannahcloud",2022,"Boston, Massachusetts, USA","during",1,1,"117886"
"hannahdustin",2018,"Cleveland-Akron-Canton, OH, USA","during",1,1,"69430"
"hannahfloyd_naturalist",2020,"Denver-Boulder Metro, Colorado, USA","during",1,1,"532267"
"hannahjray",2020,"Austin, Texas, USA","during",1,1,"54758"
"hannahnor",2020,"Boston, Massachusetts, USA","during",1,1,"117422"
"hannahrjp",2020,"Cleveland-Akron-Canton, OH, USA","before",1,1,"49490"
"hannahsteinley",2020,"Charlotte, North Carolina, USA","before",1,1,"155091"
"hannaht089",2020,"Boston, Massachusetts, USA","after",1,1,"59954"
"hannahvh",2020,"Calgary, Canada","during",1,1,"117887"
"hannesdanabay",2022,"Garden Route, Western Cape, South Africa","during",1,1,"69436"
"hansecj",2022,"Western NC, North Carolina, USA","during",1,1,"48711"
"hanslynam",2020,"Bristol & Bath City Region, UK","during",1,1,"119666"
"hanslynam",2021,"Bristol & Bath City Region, UK","during",2,2,"117943 55576"
"hanslynam",2022,"Bristol & Bath City Region, UK","during",1,1,"229764"
"happyflippers",2020,"Alachua County, Florida, USA","during",1,1,"48325"
"harfield",2022,"Cape Town, Western Cape, South Africa","during",2,2,"355350 55576"
"harpera2004",2020,"Cape Town, Western Cape, South Africa","during",1,1,"355350"
"harpera2022",2018,"Cleveland-Akron-Canton, OH, USA","during",1,1,"117943"
"harrism",2021,"Boston, Massachusetts, USA","during",1,1,"117943"
"hausbaun",2018,"Baltimore, Maryland, USA","during",3,2,"532533 117943 117951"
"hawkflame",2022,"Cape Town, Western Cape, South Africa","during",1,1,"117942"
"hawkilitle",2022,"Dallas-Fort Worth, Texas, USA","during",1,1,"222950"
"haydenollis",2019,"Western NC, North Carolina, USA","before",1,1,"49490"
"haydenplath",2019,"Cape Town, Western Cape, South Africa","during",2,2,"55247 49490"
"hayleyaronson",2021,"Fairfield and Westchester County, Connecticut and New York, USA","during",2,2,"117943 123230"
"hazel_hitchcock",2018,"Boston, Massachusetts, USA","during",2,1,"117951"
"hazelhoneybee",2022,"Columbus, Ohio, USA","during",1,1,"155091"
"hazelsnail",2022,"Cincinnati, Ohio, USA","during",1,1,"117887"
"hbenavides",2018,"Bogotá, Colombia","during",2,2,"175670 67747"
"hcc10",2018,"Baltimore, Maryland, USA","after",1,1,"117943"
"hcc3",2018,"Baltimore, Maryland, USA","after",2,1,"117943"
"hcedwards",2020,"Birmingham & Black Country, Midlands, UK","during",1,1,"117943"
"hchrish200",2019,"Eugene-Springfield, Oregon, USA","during",2,2,"55576 123175"
"hchrish200",2021,"Eugene-Springfield, Oregon, USA","during",10,7,"179037 182631 54735 117938 123175 67747 179720"
"heaav2",2020,"Boston, Massachusetts, USA","during",1,1,"69430"
"healthyyards",2020,"Fairfield and Westchester County, Connecticut and New York, USA","during",3,2,"125773 117943"
"heather_mishra",2022,"Dallas-Fort Worth, Texas, USA","during",1,1,"155090"
"heatherdale",2021,"Cape Town, Western Cape, South Africa","during",1,1,"117943"
"heatherkinnin",2021,"Edinburgh, Scotland","during",2,2,"55576 49490"
"heatherlmalan",2022,"Garden Route, Western Cape, South Africa","during",2,2,"55554 60724"
"heatherolins",2019,"Boston, Massachusetts, USA","after",1,1,"117951"
"heidiwarecarlisle",2022,"Boise, Idaho, USA","during",1,1,"632126"
"heinze81",2020,"Brno, Czech Republic","during",1,1,"632126"
"helen_kock",2021,"Copenhagen, Denmark","during",2,2,"228059 55576"
"helenalindorff",2020,"Geelong, Victoria, Australia","during",1,1,"117938"
"helenhdz",2022,"Bristol & Bath City Region, UK","during",1,1,"175657"
"helenschofield",2020,"Geelong, Victoria, Australia","during",1,1,"355906"
"helenschofield",2021,"Geelong, Victoria, Australia","after",3,1,"67747"
"helenschofield",2021,"Geelong, Victoria, Australia","during",5,4,"118245 67747 355906 49490"
"helenschofield",2022,"Geelong, Victoria, Australia","during",6,5,"355354 67747 175954 355906 179037"
"helettheron",2020,"Garden Route, Western Cape, South Africa","during",1,1,"48325"
"helink",2021,"Garden Route, Western Cape, South Africa","during",1,1,"83475"
"hellostarling",2021,"Baltimore, Maryland, USA","during",1,1,"117943"
"helpimanalpacastuckinahumanbody",2018,"Boston, Massachusetts, USA","during",2,2,"200925 125773"
"hendre_",2021,"Cape Town, Western Cape, South Africa","during",8,5,"597051 67747 83475 60724 49490 48711"
"hermietopia",2021,"Baltimore, Maryland, USA","before",1,1,"125773"
"hernan68",2022,"Chicago, Illinois, USA","before",2,2,"463837 69430"
"heroicfauna",2019,"Atlanta, Georgia, USA","before",1,1,"121176"
"heroicfauna",2019,"Atlanta, Georgia, USA","during",2,2,"117943 121176"
"heroicfauna",2021,"Atlanta, Georgia, USA","during",8,5,"182631 117943 155091 117987 121176"
"hershamannie",2021,"Garden Route, Western Cape, South Africa","during",1,1,"48325"
"hersson",2021,"GAM, San José, Costa Rica","during",1,1,"464189"
"hersson",2022,"GAM, San José, Costa Rica","during",1,1,"54294"
"hexagonaria",2022,"Chicago, Illinois, USA","during",2,2,"233685 117943"
"heymilly",2020,"Auckland, Auckland, New Zealand","before",1,1,"83475"
"hfountain",2022,"Cincinnati, Ohio, USA","during",1,1,"117943"
"hgus",2019,"Bristol & Bath City Region, UK","during",1,1,"54734"
"hhodgson",2021,"Cape Town, Western Cape, South Africa","during",2,1,"55576"
"hhodgson",2022,"Cape Town, Western Cape, South Africa","before",1,1,"55576"
"hhodgson",2022,"Cape Town, Western Cape, South Africa","during",6,4,"55576 60724 502154 117867"
"higgster",2021,"Atlanta, Georgia, USA","during",1,1,"200925"
"hikernut",2020,"Charlotte, North Carolina, USA","after",2,2,"155091 121176"
"hikingohio",2018,"Cleveland-Akron-Canton, OH, USA","during",1,1,"463139"
"hikingohio",2019,"Cleveland-Akron-Canton, OH, USA","during",1,1,"117951"
"hikingohio",2021,"Cleveland-Akron-Canton, OH, USA","during",2,1,"117951 117943"
"hikingohio",2022,"Cleveland-Akron-Canton, OH, USA","during",5,4,"54735 50252 220115 155091 117867"
"hilary18",2020,"Cleveland-Akron-Canton, OH, USA","during",1,1,"69468"
"himynameisconnor",2021,"Boston, Massachusetts, USA","during",1,1,"463344"
"hitchco",2018,"Boston, Massachusetts, USA","during",7,2,"117951 117943 54735"
"hitchco",2019,"Boston, Massachusetts, USA","during",3,3,"155090 117943 200925"
"hitchco",2020,"Boston, Massachusetts, USA","during",6,5,"344442 69430 117943 117887 155094"
"hitchco",2021,"Boston, Massachusetts, USA","during",5,4,"54735 175359 117887 117951"
"hitchco",2022,"Boston, Massachusetts, USA","during",3,3,"117943 54735 67747"
"hitchcom",2018,"Boston, Massachusetts, USA","during",1,1,"117951"
"hitchcom",2019,"Boston, Massachusetts, USA","during",3,3,"117886 117887 222950"
"hix1961",2020,"Dallas-Fort Worth, Texas, USA","during",1,1,"155090"
"hkennedy",2021,"Garden Route, Western Cape, South Africa","during",4,3,"67747 83475 355354 49490"
"hkennedy",2022,"Garden Route, Western Cape, South Africa","during",2,2,"55554 67747"
"hkilber",2020,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",1,1,"55576"
"hkivarkis",2022,"Chicago, Illinois, USA","before",2,2,"69430 463837"
"hlockhart",2022,"Cape Town, Western Cape, South Africa","during",2,2,"355350 117867"
"hlwilson",2018,"Baltimore, Maryland, USA","during",1,1,"117867"
"hmfrye",2020,"Dallas-Fort Worth, Texas, USA","before",1,1,"148365"
"holliejgreer",2020,"Alachua County, Florida, USA","during",1,1,"322661"
"hollymr",2020,"Cape Town, Western Cape, South Africa","during",3,3,"60724 55576 117867"
"honey_mae",2022,"Davao City, Philippines","during",1,1,"154184"
"honeybeaa",2022,"Western NC, North Carolina, USA","during",1,1,"59954"
"honeymushroom",2018,"Austin, Texas, USA","during",4,3,"121176 229759 232361"
"honeymushroom",2019,"Austin, Texas, USA","during",9,6,"233685 117943 232361 229759 48325 117877 121176"
"honeymushroom",2020,"Austin, Texas, USA","during",7,4,"117867 55553 229759 232361"
"honeymushroom",2021,"Austin, Texas, USA","during",3,3,"232361 55553 229759"
"honeymushroom",2022,"Austin, Texas, USA","during",6,4,"55554 229760 229765 117867 232361 48325"
"honzik69",2022,"Brno, Czech Republic","during",1,1,"124439"
"horacio_barcenas",2021,"Ciudad de México, México","during",4,2,"69211 117887"
"hostetm",2020,"Alachua County, Florida, USA","during",5,5,"322661 464189 175440 117867 67747"
"hostetm",2021,"Alachua County, Florida, USA","during",1,1,"175440"
"hostetm",2022,"Alachua County, Florida, USA","during",1,1,"117867"
"howardbeck",2020,"Alachua County, Florida, USA","during",1,1,"322661"
"howarddc",2019,"Boston, Massachusetts, USA","after",1,1,"200925"
"howarddc",2019,"Boston, Massachusetts, USA","before",1,1,"54734"
"howens",2020,"Copenhagen, Denmark","during",1,1,"55576"
"howlin_jay",2020,"Atlanta, Georgia, USA","after",5,5,"117943 233685 227235 205846 60715"
"howlin_jay",2021,"Atlanta, Georgia, USA","during",1,1,"67747"
"hoytm",2020,"Fairfield and Westchester County, Connecticut and New York, USA","before",1,1,"117943"
"hpedersen",2019,"Boston, Massachusetts, USA","during",1,1,"117951"
"hredwood",2021,"Albuquerque, New Mexico, USA","during",1,1,"67747"
"hstepan",2019,"Dallas-Fort Worth, Texas, USA","during",1,1,"117943"
"hsuanwang",2022,"Chiayi-Yunlin, Taiwan","during",1,1,"229702"
"huangym",2021,"Boston, Massachusetts, USA","before",2,2,"117943 151767"
"huangym",2021,"Boston, Massachusetts, USA","during",1,1,"117943"
"hubertszcz",2020,"Colón, Panamá","during",1,1,"54735"
"hueyandollieo",2020,"Geelong, Victoria, Australia","during",1,1,"355906"
"huifenliao",2022,"Chiayi-Yunlin, Taiwan","during",1,1,"54294"
"humblegardener",2022,"Atlanta, Georgia, USA","during",16,10,"462721 203713 460246 117867 462441 67747 217116 49490 60724 217100 227252 463344"
"hwittridge",2020,"Cape Town, Western Cape, South Africa","during",2,2,"60724 117867"
"hwittridge",2021,"Cape Town, Western Cape, South Africa","during",1,1,"60724"
"hwittridge",2022,"Cape Town, Western Cape, South Africa","during",1,1,"117867"
"hydaticus",2022,"Western NC, North Carolina, USA","after",1,1,"49490"
"ialegbeleye",2018,"Baltimore, Maryland, USA","during",1,1,"117943"
"ian_skene",2021,"Cape Town, Western Cape, South Africa","during",1,1,"179037"
"ian620",2021,"Brighton, Sussex, UK","during",3,3,"182455 182631 55576"
"iandickie",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",3,2,"229759 55576"
"icarnabucci",2020,"Boston, Massachusetts, USA","during",1,1,"69430"
"icarnabucci",2021,"Boston, Massachusetts, USA","during",1,1,"117951"
"ichaley",2020,"Dallas-Fort Worth, Texas, USA","during",1,1,"48325"
"ida_raimondo",2021,"Garden Route, Western Cape, South Africa","during",1,1,"67747"
"idfennell",2019,"Calgary, Canada","during",1,1,"67747"
"idfennell",2020,"Calgary, Canada","during",2,2,"54734 182461"
"idfennell",2021,"Calgary, Canada","during",1,1,"67747"
"idfennell",2022,"Calgary, Canada","during",4,4,"54734 119675 182679 179037"
"idlelayabout",2022,"Cape Town, Western Cape, South Africa","after",1,1,"83475"
"ifreedman",2020,"Boston, Massachusetts, USA","before",1,1,"121176"
"ifreedman",2020,"Boston, Massachusetts, USA","during",1,1,"67747"
"iggyaa",2018,"Boston, Massachusetts, USA","during",1,1,"148365"
"igotflowerpower",2020,"Alachua County, Florida, USA","during",2,2,"67747 464189"
"ikinahan",2021,"Boston, Massachusetts, USA","before",1,1,"49490"
"iktu",2021,"Cape Town, Western Cape, South Africa","during",2,2,"352781 117938"
"ilamgirl",2022,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",1,1,"117867"
"ilikelichens",2022,"Boston, Massachusetts, USA","before",1,1,"59954"
"ilse-breitwieser",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",1,1,"48325"
"ineke25",2022,"Garden Route, Western Cape, South Africa","during",1,1,"229759"
"ines-nz",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",2,2,"55576 117943"
"ingrid_kaatz",2021,"Fairfield and Westchester County, Connecticut and New York, USA","during",1,1,"117943"
"insiderelic",2021,"Adelaide, South Australia, Australia","before",2,2,"48325 355354"
"insiderelic",2021,"Adelaide, South Australia, Australia","during",1,1,"355354"
"insiderelic",2022,"Adelaide, South Australia, Australia","after",1,1,"55554"
"insiderelic",2022,"Adelaide, South Australia, Australia","during",1,1,"55576"
"inspector11",2022,"Calgary, Canada","before",1,1,"182679"
"irena_ski",2022,"Brno, Czech Republic","during",1,1,"54734"
"irmela",2021,"Chicago, Illinois, USA","during",2,2,"155090 69430"
"irmela",2022,"Chicago, Illinois, USA","during",1,1,"155090"
"irms",2022,"Western NC, North Carolina, USA","after",1,1,"49490"
"isaaceastland",2022,"Dallas-Fort Worth, Texas, USA","during",1,1,"232361"
"isabel_herrera",2021,"Ciudad de México, México","during",1,1,"69211"
"isabel_herrera",2022,"Ciudad de México, México","during",3,3,"60724 491234 175359"
"isabela_tavares",2021,"Brasília, Brasil","during",4,4,"69430 182631 117942 117943"
"isabella_4020",2021,"Bucaramanga, Santander, Colombia","during",1,1,"155090"
"isabellavu",2022,"Boston, Massachusetts, USA","during",1,1,"54294"
"isabellepulletz",2022,"Bristol & Bath City Region, UK","during",1,1,"55576"
"isabelvr",2020,"Austin, Texas, USA","during",1,1,"48325"
"isaura94",2021,"Fairfield and Westchester County, Connecticut and New York, USA","before",1,1,"117887"
"isherry",2021,"Boston, Massachusetts, USA","during",1,1,"60724"
"itmndeborah",2019,"Dallas-Fort Worth, Texas, USA","during",1,1,"232361"
"ivanfelipe77",2022,"Charlotte, North Carolina, USA","before",1,1,"182679"
"iwalk",2018,"Boston, Massachusetts, USA","during",1,1,"117943"
"iyaadpandie",2020,"Cape Town, Western Cape, South Africa","during",1,1,"117938"
"izakdevries",2019,"Cape Town, Western Cape, South Africa","during",2,2,"49490 55576"
"izzyei",2022,"Boston, Massachusetts, USA","during",1,1,"49490"
"j_c_",2021,"Dallas-Fort Worth, Texas, USA","during",1,1,"69430"
"j_thompson",2018,"Denver-Boulder Metro, Colorado, USA","during",1,1,"67747"
"j_webb",2022,"Cape Town, Western Cape, South Africa","during",1,1,"49490"
"j12",2022,"Austin, Texas, USA","before",3,3,"217270 117877 155090"
"jaanjohnson",2021,"Birmingham & Black Country, Midlands, UK","during",1,1,"123175"
"jabba",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",6,4,"229759 67747 632126 48325 55576"
"jack645",2021,"Brighton, Sussex, UK","during",1,1,"55576"
"jackassgardener",2021,"Chicago, Illinois, USA","during",1,1,"117951"
"jackcarder",2020,"Boston, Massachusetts, USA","before",1,1,"463344"
"jackiemarti",2021,"Birmingham & Black Country, Midlands, UK","during",1,1,"55576"
"jackligeti",2020,"Garden Route, Western Cape, South Africa","during",1,1,"117867"
"jackollis",2019,"Western NC, North Carolina, USA","after",1,1,"67747"
"jackollis",2019,"Western NC, North Carolina, USA","before",1,1,"320843"
"jackollis",2019,"Western NC, North Carolina, USA","during",4,3,"48711 117951 67747 117943"
